交通位置,参考价格,建成时间,建筑风格,所在小区,所属区县,网址
"
近地铁6号线武胜路站
",24957元/m2,,/ 2003年建成,集贤,硚口,https://wh.lianjia.com/xiaoqu/3714014096093507/
"
近地铁1号线利济北路站
",20073元/m2,,/ 2007年建成,汉正街,硚口,https://wh.lianjia.com/xiaoqu/3711059303213/
"
近地铁1号线太平洋站
",18312元/m2,,/ 2003年建成,宝丰崇仁,硚口,https://wh.lianjia.com/xiaoqu/3711059018797/
"
近地铁7号线常码头站
",15056元/m2,,/ 2000年建成,长丰常码头,硚口,https://wh.lianjia.com/xiaoqu/3720022155780396/
"
",13152元/m2,,/ 2000年建成,长丰常码头,硚口,https://wh.lianjia.com/xiaoqu/3710633141825866/
"
近地铁1号线古田二路站
",18711元/m2,,/ 2016年建成,古田,硚口,https://wh.lianjia.com/xiaoqu/3711062931604/
"
",13989元/m2,,/ 2014年建成,古田,硚口,https://wh.lianjia.com/xiaoqu/3711057592945/
"
近地铁6号线武胜路站
",22896元/m2,,/ 2013年建成,宝丰崇仁,硚口,https://wh.lianjia.com/xiaoqu/3711058692409/
"
近地铁1号线汉西一路站
",20791元/m2,,/ 2012年建成,宗关,硚口,https://wh.lianjia.com/xiaoqu/3711058857750/
"
",14054元/m2,,/ 2006年建成,古田,硚口,https://wh.lianjia.com/xiaoqu/3711099573460/
"
",12983元/m2,,/ 1997年建成,宗关,硚口,https://wh.lianjia.com/xiaoqu/3711057760845/
"
近地铁1号线古田三路站
",16890元/m2,,/ 2004年建成,古田,硚口,https://wh.lianjia.com/xiaoqu/3711058241427/
"
近地铁1号线友谊路站
",18096元/m2,,/ 2003年建成,汉正街,硚口,https://wh.lianjia.com/xiaoqu/3711059442583/
"
",17152元/m2,,/ 2000年建成,宝丰崇仁,硚口,https://wh.lianjia.com/xiaoqu/3711060359535/
"
",12719元/m2,,/ 1998年建成,长丰常码头,硚口,https://wh.lianjia.com/xiaoqu/3711057803920/
"
近地铁3号线双墩站
",27691元/m2,,/ 2016年建成,宗关,硚口,https://wh.lianjia.com/xiaoqu/3711385449754767/
"
",13229元/m2,,/ 2000年建成,金银湖,东西湖,https://wh.lianjia.com/xiaoqu/3711056977829/
"
",13752元/m2,,/ 2010年建成,金银湖,东西湖,https://wh.lianjia.com/xiaoqu/3711057207452/
"
近地铁2号线金银潭站
",18250元/m2,,/ 2010年建成,常青花园,东西湖,https://wh.lianjia.com/xiaoqu/3711060060955/
"
",13765元/m2,,/ 2007年建成,金银湖,东西湖,https://wh.lianjia.com/xiaoqu/3712037478165886/
"
近地铁6号线园博园北站
",16838元/m2,,/ 2011年建成,金银湖,东西湖,https://wh.lianjia.com/xiaoqu/3711064013473/
"
近地铁2号线金银潭站
",23266元/m2,,/ 2014年建成,常青花园,东西湖,https://wh.lianjia.com/xiaoqu/3711063975767/
"
近地铁2号线金银潭站
",13775元/m2,,/ 2010年建成,将军路,东西湖,https://wh.lianjia.com/xiaoqu/378102331559147/
"
",11613元/m2,,/ 2009年建成,金银湖,东西湖,https://wh.lianjia.com/xiaoqu/3711058936903/
"
近地铁2号线金银潭站
",13873元/m2,,/ 2008年建成,将军路,东西湖,https://wh.lianjia.com/xiaoqu/3710638847652675/
"
近地铁2号线金银潭站
",16992元/m2,,/ 2000年建成,常青花园,东西湖,https://wh.lianjia.com/xiaoqu/3711060135026/
"
",14739元/m2,,/ 2005年建成,金银湖,东西湖,https://wh.lianjia.com/xiaoqu/3720024635624396/
"
近地铁2号线常青花园站
",15881元/m2,,/ 1998年建成,常青花园,东西湖,https://wh.lianjia.com/xiaoqu/3711059626618/
"
近地铁6号线园博园北站
",16707元/m2,,/ 1998年建成,常青花园,东西湖,https://wh.lianjia.com/xiaoqu/3711059620573/
"
近地铁6号线轻工大学站
",16011元/m2,,/ 1996年建成,常青花园,东西湖,https://wh.lianjia.com/xiaoqu/3711059372501/
"
",10720元/m2,,/ 2010年建成,金银湖,东西湖,https://wh.lianjia.com/xiaoqu/3711057214388/
"
",14364元/m2,,/ 2015年建成,将军路,东西湖,https://wh.lianjia.com/xiaoqu/3711063027214/
"
近地铁2号线常青城站
",15048元/m2,,/ 2011年建成,将军路,东西湖,https://wh.lianjia.com/xiaoqu/3711060069814/
"
近地铁6号线金银湖站
",19442元/m2,,/ 2003年建成,金银湖,东西湖,https://wh.lianjia.com/xiaoqu/377214193717144/
"
近地铁2号线金银潭站
",22040元/m2,,/ 2006年建成,常青花园,东西湖,https://wh.lianjia.com/xiaoqu/3711059780321/
"
近地铁2号线常青花园站
",15690元/m2,,/ 1998年建成,常青花园,东西湖,https://wh.lianjia.com/xiaoqu/3711059368756/
"
",13474元/m2,,/ 2000年建成,金银湖,东西湖,https://wh.lianjia.com/xiaoqu/3711059383316/
"
近地铁6号线金银湖站
",15431元/m2,,/ 2014年建成,金银湖,东西湖,https://wh.lianjia.com/xiaoqu/3711064077801/
"
近地铁3号线宏图大道站
",17323元/m2,,/ 2000年建成,将军路,东西湖,https://wh.lianjia.com/xiaoqu/3711063865989/
"
近地铁2号线金银潭站
",19333元/m2,,/ 2014年建成,常青花园,东西湖,https://wh.lianjia.com/xiaoqu/3715282067246267/
"
近地铁2号线常青城站
",14592元/m2,,/ 2010年建成,将军路,东西湖,https://wh.lianjia.com/xiaoqu/378057647279703/
"
",15192元/m2,,/ 2002年建成,金银湖,东西湖,https://wh.lianjia.com/xiaoqu/3711060143274/
"
",15787元/m2,,/ 2008年建成,将军路,东西湖,https://wh.lianjia.com/xiaoqu/3715049066294583/
"
",14785元/m2,,/ 2006年建成,金银湖,东西湖,https://wh.lianjia.com/xiaoqu/378691306476463/
"
近地铁2号线金银潭站
",17732元/m2,,/ 2015年建成,常青花园,东西湖,https://wh.lianjia.com/xiaoqu/3716388697893915/
"
",12581元/m2,,/ 2005年建成,金银湖,东西湖,https://wh.lianjia.com/xiaoqu/3711058688293/
"
",22497元/m2,,/ 2015年建成,团结大道,武昌,https://wh.lianjia.com/xiaoqu/3711062825014/
"
",28945元/m2,,/ 2011年建成,积玉桥,武昌,https://wh.lianjia.com/xiaoqu/3711058055225/
"
近地铁2号线洪山广场站
",33326元/m2,,/ 2001年建成,水果湖,武昌,https://wh.lianjia.com/xiaoqu/3720032402636142/
"
近地铁7号线新河街站
",26186元/m2,,/ 2005年建成,积玉桥,武昌,https://wh.lianjia.com/xiaoqu/3711058816510/
"
近地铁4号线复兴路站
",18518元/m2,,/ 1994年建成,首义,武昌,https://wh.lianjia.com/xiaoqu/3711060309109/
"
近地铁4号线东亭站
",29485元/m2,,/ 2018年建成,沙湖,武昌,https://wh.lianjia.com/xiaoqu/3712852147007658/
"
",18070元/m2,,/ 2008年建成,团结大道,武昌,https://wh.lianjia.com/xiaoqu/3711063268375/
"
近地铁2号线中南路站
",20130元/m2,,/ 1994年建成,武昌火车站,武昌,https://wh.lianjia.com/xiaoqu/3711063335438/
"
近地铁2号线宝通寺站
",30371元/m2,,/ 2015年建成,中南丁字桥,武昌,https://wh.lianjia.com/xiaoqu/3711063879727/
"
近地铁2号线中南路站
",44530元/m2,,/ 2010年建成,中南丁字桥,武昌,https://wh.lianjia.com/xiaoqu/3711063749788/
"
近地铁8号线汪家墩站
",29546元/m2,,/ 2006年建成,沙湖,武昌,https://wh.lianjia.com/xiaoqu/3711063215046/
"
",24280元/m2,,/ 2010年建成,杨园,武昌,https://wh.lianjia.com/xiaoqu/3711063260752/
"
近地铁8号线汪家墩站
",24895元/m2,,/ 2013年建成,沙湖,武昌,https://wh.lianjia.com/xiaoqu/3711063605747/
"
近地铁4号线青鱼嘴站
",39837元/m2,,/ 2015年建成,中北路,武昌,https://wh.lianjia.com/xiaoqu/379639672950720/
"
近地铁2号线洪山广场站
",20836元/m2,,/ 1990年建成,中南丁字桥,武昌,https://wh.lianjia.com/xiaoqu/379817257947694/
"
近地铁4号线青鱼嘴站
",32322元/m2,,/ 2008年建成,中北路,武昌,https://wh.lianjia.com/xiaoqu/3711063640107/
"
近地铁4号线楚河汉街站
",29174元/m2,,/ 2008年建成,楚河汉街,武昌,https://wh.lianjia.com/xiaoqu/3711059241024/
"
近地铁2号线中南路站
",18445元/m2,,/ 2004年建成,中南丁字桥,武昌,https://wh.lianjia.com/xiaoqu/3711099457227/
"
近地铁4号线东亭站
",18174元/m2,,/ 1998年建成,东湖东亭,武昌,https://wh.lianjia.com/xiaoqu/3711058806923/
"
近地铁7号线小东门站
",26288元/m2,,/ 2002年建成,中南丁字桥,武昌,https://wh.lianjia.com/xiaoqu/3711060326020/
"
近地铁8号线徐东站
",26113元/m2,,/ 2004年建成,杨园,武昌,https://wh.lianjia.com/xiaoqu/3711061540084/
"
近地铁4号线楚河汉街站
",28310元/m2,,/ 2013年建成,楚河汉街,武昌,https://wh.lianjia.com/xiaoqu/3711059259028/
"
近地铁2号线中南路站
",23348元/m2,,/ 2007年建成,武昌火车站,武昌,https://wh.lianjia.com/xiaoqu/3711063344304/
"
近地铁2号线洪山广场站
",33404元/m2,,/ 1959年建成,水果湖,武昌,https://wh.lianjia.com/xiaoqu/3711293397889335/
"
近地铁2号线积玉桥站
",32818元/m2,,/ 2009年建成,积玉桥,武昌,https://wh.lianjia.com/xiaoqu/3711060399042/
"
",28216元/m2,,/ 2005年建成,杨园,武昌,https://wh.lianjia.com/xiaoqu/3711063947910/
"
近地铁2号线宝通寺站
",29899元/m2,,/ 2016年建成,中南丁字桥,武昌,https://wh.lianjia.com/xiaoqu/376986356501828/
"
近地铁2号线宝通寺站
",28997元/m2,,/ 2011年建成,中南丁字桥,武昌,https://wh.lianjia.com/xiaoqu/3710615882265300/
"
近地铁4号线岳家嘴站
",27211元/m2,,/ 2016年建成,东湖东亭,武昌,https://wh.lianjia.com/xiaoqu/3711063703923/
"
",20877元/m2,,/ 2015年建成,青山,青山,https://wh.lianjia.com/xiaoqu/376849119137152/
"
",20504元/m2,,/ 1998年建成,青山,青山,https://wh.lianjia.com/xiaoqu/3715705454448049/
"
",14409元/m2,,/ 2013年建成,青山,青山,https://wh.lianjia.com/xiaoqu/3711062954032/
"
",16963元/m2,,/ 2015年建成,青山,青山,https://wh.lianjia.com/xiaoqu/378411611673400/
"
",15373元/m2,,/ 2001年建成,青山,青山,https://wh.lianjia.com/xiaoqu/3715665695591934/
"
",22367元/m2,,/ 2006年建成,青山,青山,https://wh.lianjia.com/xiaoqu/3720025456931504/
"
",14504元/m2,,/ 2005年建成,青山,青山,https://wh.lianjia.com/xiaoqu/3711054806959/
"
近地铁4号线仁和路站
",16233元/m2,,/ 2001年建成,青山,青山,https://wh.lianjia.com/xiaoqu/3720029690853683/
"
",16624元/m2,,/ 2000年建成,青山,青山,https://wh.lianjia.com/xiaoqu/3711054478211/
"
",21285元/m2,,/ 2003年建成,青山,青山,https://wh.lianjia.com/xiaoqu/3720029686658814/
"
近地铁4号线仁和路站
",14745元/m2,,/ 1995年建成,青山,青山,https://wh.lianjia.com/xiaoqu/3711900653941575/
"
",18398元/m2,,/ 1995年建成,青山,青山,https://wh.lianjia.com/xiaoqu/3720025740045557/
"
近地铁4号线工业四路站
",15445元/m2,,/ 2006年建成,青山,青山,https://wh.lianjia.com/xiaoqu/3720032002872378/
"
",22029元/m2,,/ 2012年建成,青山,青山,https://wh.lianjia.com/xiaoqu/3712671576190397/
"
",17557元/m2,,/ 1999年建成,青山,青山,https://wh.lianjia.com/xiaoqu/3711054458912/
"
",17281元/m2,,/ 1998年建成,青山,青山,https://wh.lianjia.com/xiaoqu/3711055231265/
"
",14975元/m2,,/ 2009年建成,青山,青山,https://wh.lianjia.com/xiaoqu/3711054628083/
"
",22197元/m2,,/ 2013年建成,青山,青山,https://wh.lianjia.com/xiaoqu/3711060287397/
"
",22946元/m2,,/ 2015年建成,青山,青山,https://wh.lianjia.com/xiaoqu/3712671982514775/
"
",14059元/m2,,/ 2000年建成,青山,青山,https://wh.lianjia.com/xiaoqu/3711054646194/
"
",14586元/m2,,/ 2010年建成,青山,青山,https://wh.lianjia.com/xiaoqu/3711054812268/
"
",9516元/m2,,/ 2000年建成,青山,青山,https://wh.lianjia.com/xiaoqu/3720029562859894/
"
",14824元/m2,,/ 2004年建成,青山,青山,https://wh.lianjia.com/xiaoqu/3711055101941/
"
",18025元/m2,,/ 2000年建成,青山,青山,https://wh.lianjia.com/xiaoqu/3711054560478/
"
",22144元/m2,,/ 2012年建成,青山,青山,https://wh.lianjia.com/xiaoqu/3711054443286/
"
",20980元/m2,,/ 2000年建成,青山,青山,https://wh.lianjia.com/xiaoqu/378258369892442/
"
近地铁4号线仁和路站
",18657元/m2,,/ 2013年建成,青山,青山,https://wh.lianjia.com/xiaoqu/3720029614310919/
"
",16775元/m2,,/ 2010年建成,青山,青山,https://wh.lianjia.com/xiaoqu/3711063199103/
"
",20430元/m2,,/ 2008年建成,青山,青山,https://wh.lianjia.com/xiaoqu/3711054628128/
"
",13944元/m2,,/ 1998年建成,青山,青山,https://wh.lianjia.com/xiaoqu/3720024073329921/
"
近地铁4号线仁和路站
",19372元/m2,,/ 2004年建成,团结大道,洪山,https://wh.lianjia.com/xiaoqu/3711062828435/
"
",22387元/m2,,/ 2011年建成,新南湖,洪山,https://wh.lianjia.com/xiaoqu/3711056417888/
"
",16323元/m2,,/ 2010年建成,白沙洲,洪山,https://wh.lianjia.com/xiaoqu/3711063959896/
"
近地铁4号线园林路站
",21390元/m2,,/ 2000年建成,东湖东亭,洪山,https://wh.lianjia.com/xiaoqu/3720025257680104/
"
近地铁2号线杨家湾站
",25589元/m2,,/ 2008年建成,虎泉杨家湾,洪山,https://wh.lianjia.com/xiaoqu/3711060099687/
"
",12738元/m2,,/ 2000年建成,白沙洲,洪山,https://wh.lianjia.com/xiaoqu/3720029643669239/
"
",15678元/m2,,/ 2001年建成,白沙洲,洪山,https://wh.lianjia.com/xiaoqu/3711064009711/
"
",21230元/m2,,/ 2012年建成,卓刀泉,洪山,https://wh.lianjia.com/xiaoqu/3711058325529/
"
近地铁7号线湖工大站
",20127元/m2,,/ 2012年建成,珞狮南路,洪山,https://wh.lianjia.com/xiaoqu/3711100232460/
"
近地铁7号线板桥站
",18579元/m2,,/ 2011年建成,珞狮南路,洪山,https://wh.lianjia.com/xiaoqu/3711100230364/
"
近地铁4号线武昌火车站站
",19728元/m2,,/ 1996年建成,武昌火车站,洪山,https://wh.lianjia.com/xiaoqu/3711063338081/
"
",22628元/m2,,/ 2007年建成,新南湖,洪山,https://wh.lianjia.com/xiaoqu/3711056363574/
"
近地铁4号线铁机路站
",20930元/m2,,/ 2008年建成,徐东,洪山,https://wh.lianjia.com/xiaoqu/3711063265771/
"
近地铁7号线建安街站
",25269元/m2,,/ 2006年建成,南湖沃尔玛,洪山,https://wh.lianjia.com/xiaoqu/3711056391047/
"
近地铁2号线宝通寺站
",15891元/m2,,/ 1996年建成,街道口,洪山,https://wh.lianjia.com/xiaoqu/3720023891821548/
"
",15981元/m2,,/ 2000年建成,白沙洲,洪山,https://wh.lianjia.com/xiaoqu/3720036994965907/
"
",14289元/m2,,/ 1995年建成,白沙洲,洪山,https://wh.lianjia.com/xiaoqu/3717224468280092/
"
近地铁7号线建安街站
",20443元/m2,,/ 2015年建成,老南湖,洪山,https://wh.lianjia.com/xiaoqu/3720036105583239/
"
",18541元/m2,,/ 2010年建成,白沙洲,洪山,https://wh.lianjia.com/xiaoqu/3716139196074277/
"
",16273元/m2,,/ 2015年建成,白沙洲,洪山,https://wh.lianjia.com/xiaoqu/3711063553747/
"
",16772元/m2,,/ 2007年建成,白沙洲,洪山,https://wh.lianjia.com/xiaoqu/3715282006166470/
"
近地铁7号线湖工大站
",14365元/m2,,/ 1998年建成,老南湖,洪山,https://wh.lianjia.com/xiaoqu/3711058362862/
"
",23547元/m2,,/ 1995年建成,新南湖,洪山,https://wh.lianjia.com/xiaoqu/3711056426423/
"
",16277元/m2,,/ 2000年建成,白沙洲,洪山,https://wh.lianjia.com/xiaoqu/3720036994965591/
"
",23694元/m2,,/ 2015年建成,珞狮南路,洪山,https://wh.lianjia.com/xiaoqu/3711062905233/
"
",21749元/m2,,/ 2002年建成,珞狮南路,洪山,https://wh.lianjia.com/xiaoqu/3711063648464/
"
",18358元/m2,,/ 2014年建成,珞狮南路,洪山,https://wh.lianjia.com/xiaoqu/3711063625877/
"
",19118元/m2,,/ 2015年建成,珞狮南路,洪山,https://wh.lianjia.com/xiaoqu/376962508213396/
"
",17349元/m2,,/ 1995年建成,白沙洲,洪山,https://wh.lianjia.com/xiaoqu/3711063187232/
"
",22603元/m2,,/ 2011年建成,卓刀泉,洪山,https://wh.lianjia.com/xiaoqu/3711059910371/
"
",17539元/m2,,/ 2002年建成,四新,汉阳,https://wh.lianjia.com/xiaoqu/3711062931744/
"
近地铁4号线玉龙路站
",17681元/m2,,/ 2015年建成,王家湾,汉阳,https://wh.lianjia.com/xiaoqu/3711099644072/
"
",16674元/m2,,/ 2013年建成,四新,汉阳,https://wh.lianjia.com/xiaoqu/3711062692127/
"
近地铁3号线陶家岭站
",18082元/m2,,/ 2011年建成,王家湾,汉阳,https://wh.lianjia.com/xiaoqu/3720038966648614/
"
",16275元/m2,,/ 2012年建成,四新,汉阳,https://wh.lianjia.com/xiaoqu/3711063191450/
"
",16093元/m2,,/ 2009年建成,王家湾,汉阳,https://wh.lianjia.com/xiaoqu/377760739577695/
"
",17345元/m2,,/ 2013年建成,四新,汉阳,https://wh.lianjia.com/xiaoqu/3711062687275/
"
近地铁3号线陶家岭站
",17962元/m2,,/ 2008年建成,王家湾,汉阳,https://wh.lianjia.com/xiaoqu/3711060636341/
"
",18864元/m2,,/ 2012年建成,四新,汉阳,https://wh.lianjia.com/xiaoqu/3711063867954/
