交通位置,参考价格,建成时间,建筑风格,所在小区,所属区县,网址
"
近地铁5号线中山八站
",45202元/m2,,/ 2003年建成,中山八,荔湾,https://gz.lianjia.com/xiaoqu/2110343238336922/
"
近地铁1号线西朗站
",34886元/m2,,/ 2004年建成,坑口,荔湾,https://gz.lianjia.com/xiaoqu/2111103318105/
"
近地铁广佛线龙溪站
",20723元/m2,,/ 1998年建成,龙溪,荔湾,https://gz.lianjia.com/xiaoqu/2111103317778/
"
近地铁5号线滘口站
",34239元/m2,,/ 2007年建成,滘口,荔湾,https://gz.lianjia.com/xiaoqu/2110343238861226/
"
近地铁1号线坑口站
",26450元/m2,,/ 1995年建成,鹤洞,荔湾,https://gz.lianjia.com/xiaoqu/2110343238860950/
"
近地铁1号线芳村站
",44349元/m2,,/ 2008年建成,芳村,荔湾,https://gz.lianjia.com/xiaoqu/2111103318667/
"
近地铁6号线坦尾站
",44085元/m2,,/ 2015年建成,大坦沙,荔湾,https://gz.lianjia.com/xiaoqu/219979495199704/
"
近地铁1号线西朗站
",35127元/m2,,/ 2009年建成,西朗,荔湾,https://gz.lianjia.com/xiaoqu/2111103318644/
"
近地铁1号线陈家祠站
",35451元/m2,,/ 1996年建成,周门,荔湾,https://gz.lianjia.com/xiaoqu/2110343238337358/
"
近地铁1号线陈家祠站
",39306元/m2,,/ 1998年建成,中山八,荔湾,https://gz.lianjia.com/xiaoqu/2111103316464/
"
近地铁5号线滘口站
",40165元/m2,,/ 2009年建成,滘口,荔湾,https://gz.lianjia.com/xiaoqu/219999019159847/
"
近地铁广佛线鹤洞站
",23096元/m2,,/ 1989年建成,鹤洞,荔湾,https://gz.lianjia.com/xiaoqu/2111103319445/
"
近地铁1号线陈家祠站
",30828元/m2,,/ 1980年建成,中山八,荔湾,https://gz.lianjia.com/xiaoqu/219164660420886/
"
近地铁1号线坑口站
",23576元/m2,,/ 2001年建成,汾水,荔湾,https://gz.lianjia.com/xiaoqu/2110343238860975/
"
近地铁1号线花地湾站
",24127元/m2,,/ 1995年建成,汾水,荔湾,https://gz.lianjia.com/xiaoqu/2110343238861241/
"
近地铁5号线中山八站
",50007元/m2,,/ 1990年建成,南岸路,荔湾,https://gz.lianjia.com/xiaoqu/2111103318302/
"
近地铁5号线中山八站
",26442元/m2,,/ 1988年建成,南岸路,荔湾,https://gz.lianjia.com/xiaoqu/2110343239122983/
"
近地铁6号线河沙站
",32244元/m2,,/ 1995年建成,大坦沙,荔湾,https://gz.lianjia.com/xiaoqu/2111103316508/
"
近地铁5号线中山八站
",37644元/m2,,/ 1999年建成,黄沙,荔湾,https://gz.lianjia.com/xiaoqu/2111103316744/
"
近地铁1号线陈家祠站
",31620元/m2,,/ 1980年建成,龙津,荔湾,https://gz.lianjia.com/xiaoqu/219070930308693/
"
近地铁6号线文化公园站
",33796元/m2,,/ 2002年建成,西关,荔湾,https://gz.lianjia.com/xiaoqu/2111103317712/
"
",26587元/m2,,/ 1994年建成,东塱,荔湾,https://gz.lianjia.com/xiaoqu/2111103317779/
"
近地铁1号线长寿路站
",51999元/m2,,/ 2003年建成,龙津,荔湾,https://gz.lianjia.com/xiaoqu/2111103316450/
"
近地铁5号线西场站
",31495元/m2,,/ 1993年建成,南岸路,荔湾,https://gz.lianjia.com/xiaoqu/2111103317321/
"
近地铁1号线坑口站
",30581元/m2,,/ 1999年建成,坑口,荔湾,https://gz.lianjia.com/xiaoqu/2111103317038/
"
近地铁2号线东晓南站
",35579元/m2,,/ 2000年建成,金碧,海珠,https://gz.lianjia.com/xiaoqu/2110343238860955/
"
近地铁广佛线石溪站
",39111元/m2,,/ 2000年建成,金碧,海珠,https://gz.lianjia.com/xiaoqu/2110343238860931/
"
近地铁2号线江泰路站
",29375元/m2,,/ 1997年建成,江燕路,海珠,https://gz.lianjia.com/xiaoqu/2111103316769/
"
近地铁2号线南洲站
",33519元/m2,,/ 1998年建成,金碧,海珠,https://gz.lianjia.com/xiaoqu/2110343238337527/
"
近地铁广佛线石溪站
",35615元/m2,,/ 2000年建成,金碧,海珠,https://gz.lianjia.com/xiaoqu/2110343238860954/
"
近地铁2号线南洲站
",31063元/m2,,/ 1997年建成,南洲,海珠,https://gz.lianjia.com/xiaoqu/2110343238598956/
"
近地铁广佛线燕岗站
",38035元/m2,,/ 1995年建成,工业大道中,海珠,https://gz.lianjia.com/xiaoqu/2110343238860837/
"
近地铁8号线中大站
",37933元/m2,,/ 2000年建成,新港西,海珠,https://gz.lianjia.com/xiaoqu/2110343238599108/
"
",51619元/m2,,/ 2002年建成,滨江东,海珠,https://gz.lianjia.com/xiaoqu/2110343238860981/
"
近地铁3号线大塘站
",31088元/m2,,/ 1995年建成,赤岗,海珠,https://gz.lianjia.com/xiaoqu/2111103317803/
"
",42677元/m2,,/ 2000年建成,广州大道南,海珠,https://gz.lianjia.com/xiaoqu/2110343238598672/
"
近地铁8号线中大站
",37357元/m2,,/ 2005年建成,新港西,海珠,https://gz.lianjia.com/xiaoqu/2110343238860949/
"
近地铁2号线东晓南站
",36528元/m2,,/ 2009年建成,江燕路,海珠,https://gz.lianjia.com/xiaoqu/2111103318994/
"
近地铁2号线昌岗站
",38025元/m2,,/ 2001年建成,昌岗,海珠,https://gz.lianjia.com/xiaoqu/2111103317039/
"
近地铁8号线晓港站
",50260元/m2,,/ 2002年建成,中大,海珠,https://gz.lianjia.com/xiaoqu/2111103317020/
"
近地铁8号线沙园站
",47132元/m2,,/ 1998年建成,工业大道北,海珠,https://gz.lianjia.com/xiaoqu/2110343238861793/
"
近地铁2号线东晓南站
",31562元/m2,,/ 1999年建成,金碧,海珠,https://gz.lianjia.com/xiaoqu/2110343238599642/
"
近地铁8号线鹭江站
",31349元/m2,,/ 1997年建成,新港西,海珠,https://gz.lianjia.com/xiaoqu/2111103316600/
"
近地铁2号线江泰路站
",45612元/m2,,/ 2001年建成,昌岗,海珠,https://gz.lianjia.com/xiaoqu/2111103316571/
"
近地铁3号线客村站
",31261元/m2,,/ 1997年建成,客村,海珠,https://gz.lianjia.com/xiaoqu/2111103316738/
"
近地铁8号线晓港站
",53822元/m2,,/ 1997年建成,新港西,海珠,https://gz.lianjia.com/xiaoqu/2111103316722/
"
近地铁2号线东晓南站
",29825元/m2,,/ 1998年建成,金碧,海珠,https://gz.lianjia.com/xiaoqu/2110343238599290/
"
近地铁3号线沥滘站
",39019元/m2,,/ 2005年建成,沥滘,海珠,https://gz.lianjia.com/xiaoqu/2110343238599205/
"
近地铁2号线江泰路站
",40425元/m2,,/ 2000年建成,江燕路,海珠,https://gz.lianjia.com/xiaoqu/2111103316584/
"
近地铁2号线东晓南站
",35197元/m2,,/ 2003年建成,金碧,海珠,https://gz.lianjia.com/xiaoqu/2111103318183/
"
近地铁2号线江泰路站
",46742元/m2,,/ 2009年建成,江燕路,海珠,https://gz.lianjia.com/xiaoqu/2111103316799/
"
近地铁8号线宝岗大道站
",38145元/m2,,/ 2001年建成,江燕路,海珠,https://gz.lianjia.com/xiaoqu/2110343238599443/
"
",57335元/m2,,/ 2002年建成,滨江东,海珠,https://gz.lianjia.com/xiaoqu/2111103316500/
"
近地铁8号线凤凰新村站
",43479元/m2,,/ 2003年建成,工业大道北,海珠,https://gz.lianjia.com/xiaoqu/2111103316961/
"
近地铁8号线中大站
",40759元/m2,,/ 1997年建成,新港西,海珠,https://gz.lianjia.com/xiaoqu/2111103316811/
"
近地铁3号线番禺广场站
",22905元/m2,,/ 2002年建成,市桥东,番禺,https://gz.lianjia.com/xiaoqu/2111103317784/
"
近地铁4号线海傍站
",27268元/m2,,/ 2005年建成,亚运城,番禺,https://gz.lianjia.com/xiaoqu/2111159613223470/
"
近地铁7号线板桥站
",36382元/m2,,/ 2001年建成,雅居乐,番禺,https://gz.lianjia.com/xiaoqu/2110343238861402/
"
",29950元/m2,,/ 2000年建成,番禺客运站,番禺,https://gz.lianjia.com/xiaoqu/2111103319031/
"
近地铁4号线海傍站
",23945元/m2,,/ 2000年建成,亚运城,番禺,https://gz.lianjia.com/xiaoqu/2114396164681425/
"
近地铁3号线汉溪长隆站
",30251元/m2,,/ 1999年建成,汉溪,番禺,https://gz.lianjia.com/xiaoqu/2110343238599472/
"
近地铁7号线员岗站
",32835元/m2,,/ 2003年建成,雅居乐,番禺,https://gz.lianjia.com/xiaoqu/2110343238861406/
"
近地铁7号线员岗站
",39638元/m2,,/ 2010年建成,万博,番禺,https://gz.lianjia.com/xiaoqu/2110343238598861/
"
近地铁3号线大石站
",27087元/m2,,/ 2004年建成,大石,番禺,https://gz.lianjia.com/xiaoqu/2110343239122990/
"
近地铁3号线番禺广场站
",23402元/m2,,/ 2000年建成,东怡新区,番禺,https://gz.lianjia.com/xiaoqu/2110343238861609/
"
近地铁3号线市桥站
",23979元/m2,,/ 2000年建成,市桥,番禺,https://gz.lianjia.com/xiaoqu/2111103317754/
"
",25255元/m2,,/ 1988年建成,星河湾,番禺,https://gz.lianjia.com/xiaoqu/2111103317220/
"
",27029元/m2,,/ 2004年建成,汉溪,番禺,https://gz.lianjia.com/xiaoqu/2111103317581/
"
近地铁3号线大石站
",25358元/m2,,/ 1996年建成,大石,番禺,https://gz.lianjia.com/xiaoqu/2111103317122/
"
",28819元/m2,,/ 1998年建成,华南新城,番禺,https://gz.lianjia.com/xiaoqu/2110343238336681/
"
",25640元/m2,,/ 1995年建成,祈福新村,番禺,https://gz.lianjia.com/xiaoqu/2110343238599347/
"
",35272元/m2,,/ 2005年建成,汉溪,番禺,https://gz.lianjia.com/xiaoqu/219977455717865/
"
",22599元/m2,,/ 1993年建成,祈福新村,番禺,https://gz.lianjia.com/xiaoqu/2110343238599362/
"
",18037元/m2,,/ 1992年建成,市桥,番禺,https://gz.lianjia.com/xiaoqu/2111103317164/
"
近地铁4号线海傍站
",25777元/m2,,/ 2005年建成,亚运城,番禺,https://gz.lianjia.com/xiaoqu/2111138091986853/
"
近地铁3号线市桥站
",20377元/m2,,/ 1998年建成,市桥,番禺,https://gz.lianjia.com/xiaoqu/2111103317277/
"
近地铁2号线洛溪站
",26596元/m2,,/ 1999年建成,洛溪,番禺,https://gz.lianjia.com/xiaoqu/2110343238861592/
"
",22479元/m2,,/ 1993年建成,番禺客运站,番禺,https://gz.lianjia.com/xiaoqu/2111103316920/
"
",22919元/m2,,/ 2008年建成,桥南,番禺,https://gz.lianjia.com/xiaoqu/2111103319262/
"
近地铁3号线番禺广场站
",25410元/m2,,/ 1995年建成,东怡新区,番禺,https://gz.lianjia.com/xiaoqu/2110343238861611/
"
近地铁2号线南浦站
",21921元/m2,,/ 1993年建成,南浦,番禺,https://gz.lianjia.com/xiaoqu/2110343238599628/
"
近地铁3号线大石站
",20507元/m2,,/ 1995年建成,大石,番禺,https://gz.lianjia.com/xiaoqu/2110343238599597/
"
近地铁2号线南浦站
",20414元/m2,,/ 1993年建成,南浦,番禺,https://gz.lianjia.com/xiaoqu/2110343238599627/
"
",34454元/m2,,/ 2008年建成,雅居乐,番禺,https://gz.lianjia.com/xiaoqu/2110343238861405/
"
近地铁3号线大石站
",28873元/m2,,/ 2003年建成,大石,番禺,https://gz.lianjia.com/xiaoqu/2110343238337230/
"
近地铁2号线嘉禾望岗站
",41015元/m2,,/ 2000年建成,嘉禾望岗,白云,https://gz.lianjia.com/xiaoqu/2111103317141/
"
",24032元/m2,,/ 1998年建成,新市,白云,https://gz.lianjia.com/xiaoqu/2110343238861023/
"
",26673元/m2,,/ 1990年建成,景泰,白云,https://gz.lianjia.com/xiaoqu/2110343238337410/
"
近地铁5号线西村站
",33467元/m2,,/ 2002年建成,罗冲围,白云,https://gz.lianjia.com/xiaoqu/2111103317030/
"
",24835元/m2,,/ 2000年建成,新市,白云,https://gz.lianjia.com/xiaoqu/2110343238861024/
"
",30519元/m2,,/ 2004年建成,石井,白云,https://gz.lianjia.com/xiaoqu/2111103317109/
"
",32434元/m2,,/ 1998年建成,罗冲围,白云,https://gz.lianjia.com/xiaoqu/2111103316470/
"
近地铁6号线浔峰岗站
",30332元/m2,,/ 2011年建成,金沙洲,白云,https://gz.lianjia.com/xiaoqu/2111103319027/
"
",26010元/m2,,/ 1998年建成,同德围,白云,https://gz.lianjia.com/xiaoqu/2111103317198/
"
",31278元/m2,,/ 2010年建成,金沙洲,白云,https://gz.lianjia.com/xiaoqu/2110343238861038/
"
",24465元/m2,,/ 1996年建成,景泰,白云,https://gz.lianjia.com/xiaoqu/2111103316595/
"
",27525元/m2,,/ 1990年建成,景泰,白云,https://gz.lianjia.com/xiaoqu/2110343238860857/
"
",32184元/m2,,/ 2000年建成,机场路,白云,https://gz.lianjia.com/xiaoqu/2111103316575/
"
近地铁3号线北延段同和站
",39158元/m2,,/ 2010年建成,同和,白云,https://gz.lianjia.com/xiaoqu/2110002133168720/
"
近地铁3号线北延段永泰站
",20648元/m2,,/ 1998年建成,永泰,白云,https://gz.lianjia.com/xiaoqu/2111103316366/
"
近地铁3号线北延段梅花园站
",43022元/m2,,/ 2004年建成,梅花园,白云,https://gz.lianjia.com/xiaoqu/2110343238598706/
"
",21311元/m2,,/ 1998年建成,同德围,白云,https://gz.lianjia.com/xiaoqu/2111103317421/
"
近地铁6号线横沙站
",22448元/m2,,/ 1998年建成,金沙洲,白云,https://gz.lianjia.com/xiaoqu/2111103318393/
"
",33926元/m2,,/ 1999年建成,机场路,白云,https://gz.lianjia.com/xiaoqu/2110343238599117/
"
近地铁6号线横沙站
",22498元/m2,,/ 1998年建成,金沙洲,白云,https://gz.lianjia.com/xiaoqu/2111103316646/
"
",24662元/m2,,/ 1998年建成,新市,白云,https://gz.lianjia.com/xiaoqu/2110343238861025/
"
近地铁2号线三元里站
",24668元/m2,,/ 1955年建成,机场路,白云,https://gz.lianjia.com/xiaoqu/2111103831622/
"
",36133元/m2,,/ 1999年建成,景泰,白云,https://gz.lianjia.com/xiaoqu/2110343238337522/
"
近地铁2号线飞翔公园站
",28116元/m2,,/ 1995年建成,机场路,白云,https://gz.lianjia.com/xiaoqu/2111103317037/
"
近地铁6号线沙贝站
",27440元/m2,,/ 1995年建成,金沙洲,白云,https://gz.lianjia.com/xiaoqu/2111103317078/
"
",21259元/m2,,/ 1994年建成,新市,白云,https://gz.lianjia.com/xiaoqu/2110343238336805/
"
近地铁3号线北延段同和站
",46602元/m2,,/ 2006年建成,同和,白云,https://gz.lianjia.com/xiaoqu/2111103318621/
"
近地铁6号线沙贝站
",37498元/m2,,/ 2007年建成,金沙洲,白云,https://gz.lianjia.com/xiaoqu/2111103318253/
"
",26330元/m2,,/ 2012年建成,香雪,黄埔,https://gz.lianjia.com/xiaoqu/2110111597161952/
"
",28406元/m2,,/ 2012年建成,香雪,黄埔,https://gz.lianjia.com/xiaoqu/2110115377016126/
"
",33099元/m2,,/ 2011年建成,香雪,黄埔,https://gz.lianjia.com/xiaoqu/2110115187486483/
"
",27295元/m2,,/ 2012年建成,香雪,黄埔,https://gz.lianjia.com/xiaoqu/2117909657382306/
"
近地铁13号线裕丰围站
",37446元/m2,,/ 1998年建成,黄埔区府,黄埔,https://gz.lianjia.com/xiaoqu/2111103316550/
"
",36248元/m2,,/ 2004年建成,大沙地,黄埔,https://gz.lianjia.com/xiaoqu/2111103317968/
"
",23781元/m2,,/ 2014年建成,科学城,黄埔,https://gz.lianjia.com/xiaoqu/2113827105392819/
"
近地铁6号线金峰站
",33148元/m2,,/ 2007年建成,科学城,黄埔,https://gz.lianjia.com/xiaoqu/2116932662161006/
"
近地铁13号线裕丰围站
",36145元/m2,,/ 1999年建成,黄埔区府,黄埔,https://gz.lianjia.com/xiaoqu/2110343238861057/
"
",28888元/m2,,/ 2016年建成,香雪,黄埔,https://gz.lianjia.com/xiaoqu/2110157066825437/
"
近地铁5号线文冲站
",32967元/m2,,/ 1996年建成,文冲,黄埔,https://gz.lianjia.com/xiaoqu/2111103319238/
"
近地铁5号线大沙地站
",41518元/m2,,/ 2015年建成,大沙地,黄埔,https://gz.lianjia.com/xiaoqu/2113332297821843/
"
",14211元/m2,,/ 1998年建成,开发东区,黄埔,https://gz.lianjia.com/xiaoqu/2120031361777679/
"
近地铁5号线文冲站
",33586元/m2,,/ 2003年建成,文冲,黄埔,https://gz.lianjia.com/xiaoqu/2111103319400/
"
",24766元/m2,,/ 2012年建成,香雪,黄埔,https://gz.lianjia.com/xiaoqu/2113333689020640/
"
近地铁6号线萝岗站
",40161元/m2,,/ 2013年建成,科学城,黄埔,https://gz.lianjia.com/xiaoqu/2113786360065529/
"
",28411元/m2,,/ 2007年建成,科学城,黄埔,https://gz.lianjia.com/xiaoqu/2114391923454549/
"
",30450元/m2,,/ 2012年建成,科学城,黄埔,https://gz.lianjia.com/xiaoqu/2113333506569111/
"
近地铁5号线文冲站
",35087元/m2,,/ 1999年建成,文冲,黄埔,https://gz.lianjia.com/xiaoqu/2111103318536/
"
近地铁13号线南岗站
",26640元/m2,,/ 2009年建成,夏园,黄埔,https://gz.lianjia.com/xiaoqu/2111103831816/
"
",18706元/m2,,/ 1943年建成,夏园,黄埔,https://gz.lianjia.com/xiaoqu/2111103831805/
"
近地铁13号线南岗站
",18168元/m2,,/ 2005年建成,开发东区,黄埔,https://gz.lianjia.com/xiaoqu/2110049963437179/
"
",19631元/m2,,/ 2009年建成,开发东区,黄埔,https://gz.lianjia.com/xiaoqu/2110683329818631/
"
近地铁5号线大沙东站
",43059元/m2,,/ 2007年建成,黄埔区府,黄埔,https://gz.lianjia.com/xiaoqu/2111103318387/
"
近地铁13号线双岗站
",23937元/m2,,/ 1984年建成,文冲,黄埔,https://gz.lianjia.com/xiaoqu/2110343238861252/
"
近地铁13号线双岗站
",31689元/m2,,/ 2010年建成,文冲,黄埔,https://gz.lianjia.com/xiaoqu/2111103318150/
"
近地铁5号线大沙地站
",32393元/m2,,/ 1992年建成,大沙地,黄埔,https://gz.lianjia.com/xiaoqu/2111103316827/
"
近地铁6号线香雪站
",33160元/m2,,/ 2017年建成,香雪,黄埔,https://gz.lianjia.com/xiaoqu/2120034450199243/
"
",18731元/m2,,/ 2007年建成,开发东区,黄埔,https://gz.lianjia.com/xiaoqu/2118063245740551/
"
近地铁13号线夏园站
",18043元/m2,,/ 1940年建成,夏园,黄埔,https://gz.lianjia.com/xiaoqu/2111103831554/
"
近地铁14号线神岗站
",13036元/m2,,/ 2001年建成,神岗镇,从化,https://gz.lianjia.com/xiaoqu/2113671375057880/
"
",10464元/m2,,/ 2008年建成,神岗镇,从化,https://gz.lianjia.com/xiaoqu/2110027322060254/
"
近地铁14号线太平站
",13415元/m2,,/ 2000年建成,太平镇,从化,https://gz.lianjia.com/xiaoqu/2113328298554211/
"
近地铁14号线赤草站
",13405元/m2,,/ 1999年建成,神岗镇,从化,https://gz.lianjia.com/xiaoqu/2114963330790026/
"
近地铁14号线太平站
",12652元/m2,,/ 2004年建成,太平镇,从化,https://gz.lianjia.com/xiaoqu/2113198200942020/
"
",11257元/m2,,/ 2010年建成,温泉镇,从化,https://gz.lianjia.com/xiaoqu/2114850484351442/
"
",暂无,,/ 1999年建成,太平镇,从化,https://gz.lianjia.com/xiaoqu/2120036358442856/
"
",11495元/m2,,/ 2000年建成,神岗镇,从化,https://gz.lianjia.com/xiaoqu/2113328298554362/
"
",12378元/m2,,/ 2009年建成,神岗镇,从化,https://gz.lianjia.com/xiaoqu/2111792523473008/
